tweet_id,name,timestamp,dog_stage,dog_breed,rating_ratio,retweet_count,favorite_count,text,jpg_url
830097400375152640,Samson,2017-02-10 16:53:37,,Toy Poodle,1.3,2807.0,9445.0,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg
829861396166877184,Mia,2017-02-10 01:15:49,,Border Terrier,1.2,1854.0,11893.0,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg
829501995190984704,Leo,2017-02-09 01:27:41,,French Bulldog,1.2,10135.0,30758.0,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg
829374341691346946,Astrid,2017-02-08 17:00:26,doggo,Staffordshire Bullterrier,1.3,,,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg
829141528400556032,Malcolm,2017-02-08 01:35:19,,Golden Retriever,1.2,7022.0,23614.0,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg
829011960981237760,Dexter,2017-02-07 17:00:28,,Boxer,1.3,15684.0,51736.0,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg
828770345708580865,Alfie,2017-02-07 01:00:22,,Chesapeake Bay Retriever,1.3,5606.0,24813.0,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg
828708714936930305,Fiona,2017-02-06 20:55:28,,Mexican Hairless,1.0,10730.0,35388.0,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg
828409743546925057,Mutt,2017-02-06 01:07:28,,Toy Poodle,1.2,1112.0,6176.0,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg
828408677031882754,Bear,2017-02-06 01:03:14,,Weimaraner,1.2,1234.0,7458.0,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg
828381636999917570,Doobert,2017-02-05 23:15:47,doggo,Bedlington Terrier,1.4,2136.0,12224.0,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg
828376505180889089,Beebop,2017-02-05 22:55:23,,American Staffordshire Terrier,1.3,1027.0,7172.0,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg
828372645993398273,Alexander,2017-02-05 22:40:03,,Malamute,1.2,2806.0,12217.0,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg
828011680017821696,Brutus,2017-02-04 22:45:42,,American Staffordshire Terrier,1.1,2067.0,10058.0,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg
827933404142436356,Kona,2017-02-04 17:34:40,pupper,German Shepherd,1.2,5026.0,19460.0,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg
827653905312006145,Boots,2017-02-03 23:04:02,,Collie,1.2,2903.0,15047.0,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg
827600520311402496,Tucker,2017-02-03 19:31:54,,Pembroke,1.3,896.0,7266.0,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg
827324948884643840,Ralphie,2017-02-03 01:16:53,,Golden Retriever,1.2,2907.0,15377.0,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg
827199976799354881,Charlie,2017-02-02 17:00:17,,Great Dane,1.3,2128.0,10277.0,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg
826958653328592898,Loki,2017-02-02 01:01:21,doggo,Golden Retriever,1.2,4791.0,20928.0,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg
826848821049180160,Cupid,2017-02-01 17:44:55,doggo,Great Pyrenees,1.3,9724.0,35101.0,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg
826598365270007810,Pawnd,2017-02-01 01:09:42,,French Bulldog,1.3,2254.0,9722.0,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg
826476773533745153,Pilot,2017-01-31 17:06:32,doggo,German Shepherd,1.2,4029.0,17875.0,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg
826115272272650244,Ike,2017-01-30 17:10:04,,Golden Retriever,1.3,2981.0,15194.0,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg
825829644528148480,Toby,2017-01-29 22:15:05,,Great Pyrenees,1.2,2411.0,12382.0,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg
825147591692263424,Sweet,2017-01-28 01:04:51,,Pekinese,1.3,4352.0,17762.0,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg
825026590719483904,Pablo,2017-01-27 17:04:02,puppo,Eskimo Dog,1.2,1198.0,6081.0,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg
824775126675836928,Scooter,2017-01-27 00:24:48,,Border Terrier,1.2,3364.0,14502.0,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg
824663926340194305,Wilson,2017-01-26 17:02:56,,English Setter,1.3,1701.0,10234.0,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg
823939628516474880,Cash,2017-01-24 17:04:50,,Schipperke,1.2,2618.0,10348.0,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg
823699002998870016,Winston,2017-01-24 01:08:40,,Cairn,1.2,2425.0,13582.0,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg
823581115634085888,Crawford,2017-01-23 17:20:14,,German Shepherd,1.1,2521.0,12654.0,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg
823322678127919110,Wyatt,2017-01-23 00:13:17,,Chihuahua,1.1,3857.0,15287.0,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg
822975315408461824,Albus,2017-01-22 01:12:59,,Pembroke,1.2,3318.0,16867.0,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg
822859134160621569,Hobbes,2017-01-21 17:31:20,,Malinois,1.2,2185.0,12862.0,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg
822489057087389700,Paisley,2017-01-20 17:00:46,,Samoyed,1.3,6152.0,17641.0,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg
822462944365645825,Gabe,2017-01-20 15:17:01,pupper,Pomeranian,1.4,13711.0,27129.0,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg
821886076407029760,Jimison,2017-01-19 01:04:45,,Golden Retriever,1.3,2225.0,11007.0,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg
821765923262631936,Duchess,2017-01-18 17:07:18,doggo,Golden Retriever,1.3,1607.0,8170.0,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg
821522889702862852,Harlso,2017-01-18 01:01:34,,Doberman,1.3,1683.0,7812.0,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg
821407182352777218,Sundance,2017-01-17 17:21:47,doggo,Irish Setter,1.4,4153.0,11415.0,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg
821149554670182400,Luca,2017-01-17 00:18:04,,German Shepherd,1.2,1885.0,8371.0,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg
821044531881721856,Flash,2017-01-16 17:20:45,,Old English Sheepdog,1.2,2199.0,12340.0,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg
820749716845686786,Sunny,2017-01-15 21:49:15,,Golden Retriever,1.3,9539.0,30745.0,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg
819952236453363712,Oliver,2017-01-13 17:00:21,puppo,American Staffordshire Terrier,1.3,1128.0,5177.0,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg
819711362133872643,Howie,2017-01-13 01:03:12,,Toy Poodle,1.1,2995.0,13024.0,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg
819588359383371776,Jazzy,2017-01-12 16:54:26,,Cardigan,1.3,1929.0,9411.0,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg
819347104292290561,Anna,2017-01-12 00:55:47,,Rottweiler,1.2,1166.0,7044.0,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg
819227688460238848,Finn,2017-01-11 17:01:16,,Border Terrier,1.2,6461.0,22445.0,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg
819004803107983360,Bo,2017-01-11 02:15:36,doggo,Standard Poodle,1.4,35779.0,85107.0,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg
818627210458333184,Wafer,2017-01-10 01:15:10,,Labrador Retriever,1.3,7306.0,21836.0,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg
818614493328580609,Bear,2017-01-10 00:24:38,,Chihuahua,1.2,2439.0,9581.0,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg
818536468981415936,Tom,2017-01-09 19:14:36,,Welsh Springer Spaniel,1.1,2358.0,10569.0,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg
818259473185828864,Florence,2017-01-09 00:53:55,,Miniature Schnauzer,1.2,2172.0,10714.0,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg
818145370475810820,Autumn,2017-01-08 17:20:31,,Golden Retriever,1.1,2463.0,11966.0,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg
817827839487737858,Buddy,2017-01-07 20:18:46,,Cocker Spaniel,1.3,26120.0,50184.0,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg
817777686764523521,Dido,2017-01-07 16:59:28,"doggo, pupper",Curly-Coated Retriever,1.3,2592.0,10511.0,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg
817536400337801217,Eugene,2017-01-07 01:00:41,,Pug,1.2,2833.0,11473.0,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg
817423860136083457,Ken,2017-01-06 17:33:29,,Samoyed,1.3,14134.0,32895.0,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg
817415592588222464,Strudel,2017-01-06 17:00:38,,Doberman,1.1,919.0,5460.0,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg
817171292965273600,Tebow,2017-01-06 00:49:53,,Golden Retriever,1.3,1954.0,8553.0,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg
817056546584727552,Chloe,2017-01-05 17:13:55,,Kelpie,1.1,1583.0,8383.0,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg
816816676327063552,Timber,2017-01-05 01:20:46,,Malamute,1.2,1957.0,9756.0,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg
816697700272001025,Binky,2017-01-04 17:27:59,,Chihuahua,1.2,2116.0,9534.0,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg
816336735214911488,Dudley,2017-01-03 17:33:39,,Labrador Retriever,1.1,1878.0,8393.0,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg
816091915477250048,Comet,2017-01-03 01:20:49,,Pomeranian,1.2,2062.0,8722.0,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg
815990720817401858,Jack,2017-01-02 18:38:42,,Chihuahua,1.1,983.0,4819.0,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg
815736392542261248,Akumi,2017-01-02 01:48:06,,Border Collie,1.1,2197.0,9611.0,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg
815639385530101762,Titan,2017-01-01 19:22:38,,German Shepherd,1.2,1595.0,8034.0,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy,https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg
814986499976527872,Cooper,2016-12-31 00:08:17,pupper,Dalmatian,1.1,1230.0,7472.0,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg
814638523311648768,Olivia,2016-12-30 01:05:33,,Golden Retriever,1.2,2617.0,11024.0,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg
814530161257443328,Alf,2016-12-29 17:54:58,,Miniature Poodle,1.2,1804.0,8435.0,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg
814153002265309185,Oshie,2016-12-28 16:56:16,,Golden Retriever,1.2,8384.0,28082.0,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J,https://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg
813910438903693312,Chubbs,2016-12-28 00:52:25,doggo,Siberian Husky,1.1,1797.0,9105.0,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg
813812741911748608,Gary,2016-12-27 18:24:12,,French Bulldog,1.4,13520.0,35652.0,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg",https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg
813800681631023104,Sky,2016-12-27 17:36:16,,Malamute,1.2,1706.0,8128.0,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg
813217897535406080,Atlas,2016-12-26 03:00:30,,Samoyed,1.3,7080.0,18206.0,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg
813172488309972993,Eleanor,2016-12-26 00:00:03,,Golden Retriever,1.2,1868.0,9068.0,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE,https://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg
813157409116065792,Layla,2016-12-25 23:00:08,,Pembroke,1.2,2132.0,7584.0,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg
813112105746448384,Toby,2016-12-25 20:00:07,,Pembroke,1.2,2656.0,10090.0,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg
813096984823349248,Rocky,2016-12-25 19:00:02,doggo,Great Dane,1.1,3513.0,10339.0,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg
813081950185472002,Baron,2016-12-25 18:00:17,,Doberman,1.1,2700.0,9693.0,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg,https://pbs.twimg.com/media/C0ilsa1XUAEHK_k.jpg
813066809284972545,Tyr,2016-12-25 17:00:08,,Toy Terrier,1.2,1894.0,7762.0,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN,https://pbs.twimg.com/media/C0iX8OOVEAEIpMC.jpg
813051746834595840,Bauer,2016-12-25 16:00:16,,Golden Retriever,1.3,7125.0,20501.0,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg
812781120811126785,Swagger,2016-12-24 22:04:54,,Bull Mastiff,1.0,1847.0,7370.0,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG,https://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg
812709060537683968,Brandi,2016-12-24 17:18:34,,Irish Setter,1.2,1398.0,6482.0,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg
812466873996607488,Mary,2016-12-24 01:16:12,,Great Dane,1.2,1861.0,7800.0,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg
812372279581671427,Moe,2016-12-23 19:00:19,,Golden Retriever,1.3,3548.0,13359.0,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT,https://pbs.twimg.com/media/C0YgO3DW8AAz98O.jpg
811985624773361665,Ted,2016-12-22 17:23:53,,Staffordshire Bullterrier,1.1,1361.0,7116.0,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop,https://pbs.twimg.com/media/C0TAnZIUAAAADKs.jpg
811744202451197953,Halo,2016-12-22 01:24:33,,Pekinese,1.3,1542.0,7387.0,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6,https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg
811627233043480576,Augie,2016-12-21 17:39:46,,Beagle,1.0,2968.0,12454.0,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg
811386762094317568,Craig,2016-12-21 01:44:13,pupper,Pembroke,1.1,6187.0,20473.0,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg
810984652412424192,Sam,2016-12-19 23:06:23,,Golden Retriever,3.4285714285714284,1383.0,5198.0,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
https://t.co/98tB8y7y7t https://t.co/LouL5vdvxx",https://pbs.twimg.com/media/C0EyPZbXAAAceSc.jpg
810896069567610880,Hunter,2016-12-19 17:14:23,,Flat-Coated Retriever,1.1,1704.0,8808.0,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg
810657578271330305,Pavlov,2016-12-19 01:26:42,,Malamute,1.1,2548.0,10724.0,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ,https://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg
810284430598270976,Phil,2016-12-18 00:43:57,,Malamute,1.3,10895.0,34409.0,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg
810254108431155201,Gus,2016-12-17 22:43:27,,Staffordshire Bullterrier,1.2,3270.0,14391.0,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",https://pbs.twimg.com/media/Cz6Z0DgWIAAfdvp.jpg
809220051211603969,Kyro,2016-12-15 02:14:29,,Pomeranian,1.2,5427.0,19480.0,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,https://pbs.twimg.com/media/CzrtWDbWEAAmIhy.jpg
